"reason"
"2016-09 excluded: first month volume (1 orders) is far below the second month (265) and interior median (4193), indicating a partial tracking window."
"2016-12 excluded from peak/low and MoM comparisons: monthly volume (1 orders) is below 5% of the interior median (4193)."
