"rank","seller_id","priority_score","late_delivery_rate","late_rate_norm","score_late_component","canceled_or_unavailable_rate","canceled_rate_norm","score_cancel_component","median_delivery_delay_days","positive_delay_norm","score_delay_component","seller_order_count","volume_exposure_norm","score_volume_component"
124,"b499c00f28f4b7069ff6550af8c1348a",0.204344604163491,0.129251700680272,0.344671201814059,0.137868480725624,0,0,0,0,0,0,152,0.44317415625245,0.0664761234378675
125,"05f51e13da97139648b8125c31e5f51b",0.204115879342867,0.157894736842105,0.421052631578947,0.168421052631579,0,0,0,0,0,0,60,0.237965511408586,0.0356948267112879
126,"abe42c5d03695b4257b5c6cbf4e6784e",0.203851063172771,0.163265306122449,0.435374149659864,0.174149659863946,0,0,0,0,0,0,50,0.198009355392169,0.0297014033088253
127,"8d956fec2e4337affcb520f56fd8cbfd",0.20335758706547,0.104761904761905,0.279365079365079,0.111746031746032,0.004739336492891,0.0568720379146919,0.014218009478673,0,0,0,211,0.515956972271771,0.0773935458407657
128,"2e90cb1677d35cfe24eef47d441b7c87",0.203286294706934,0.133858267716535,0.356955380577428,0.142782152230971,0,0,0,0,0,0,127,0.40336094983975,0.0605041424759624
129,"99eaacc9e6046db1c82b163c5f84869f",0.20280836025817,0.111111111111111,0.296296296296296,0.118518518518519,0.0151515151515152,0.181818181818182,0.0454545454545455,0,0,0,66,0.258901975234037,0.0388352962851055
130,"7ddcbb64b5bc1ef36ca8c151f6ec77df",0.202570795259688,0.0861538461538462,0.22974358974359,0.0918974358974359,0.00598802395209581,0.0718562874251497,0.0179640718562874,0,0,0,334,0.618061916706433,0.0927092875059649
131,"b33e7c55446eabf8fe1a42d037ac7d6d",0.20249402052959,0.12751677852349,0.340044742729307,0.136017897091723,0,0,0,0,0,0,152,0.44317415625245,0.0664761234378675
132,"d97df38225e5abadaff1e72cb72b823c",0.202415453649999,0.178571428571429,0.476190476190476,0.19047619047619,0,0,0,0,0,0,29,0.0795950878253904,0.0119392631738086
133,"ec8879960bd2221d5c32f8e12f7da711",0.201816547632981,0.171428571428571,0.457142857142857,0.182857142857143,0,0,0,0,0,0,36,0.12639603183892,0.0189594047758379
134,"ce248b21cb2adc36282ede306b7660e5",0.20115243431442,0.109375,0.291666666666667,0.116666666666667,0.0153846153846154,0.184615384615385,0.0461538461538462,0,0,0,65,0.255546143292717,0.0383319214939076
135,"0b35c634521043bf4b47e21547b99ab5",0.201018066958233,0.16,0.426666666666667,0.170666666666667,0,0,0,0,0,0,51,0.202342668610443,0.0303514002915665
136,"a6fe7de3d16f6149ffe280349a8535a0",0.201018066958233,0.16,0.426666666666667,0.170666666666667,0,0,0,0,0,0,51,0.202342668610443,0.0303514002915665
137,"dd55f1bb788714a40e7954c3be6df745",0.20089940004781,0.171428571428571,0.457142857142857,0.182857142857143,0,0,0,0,0,0,35,0.120281714604449,0.0180422571906673
